USC00461393,"CANAAN VALLEY, WV US",8/27/1956,,,,,0.08,0,0,78,43,61,
USC00461393,"CANAAN VALLEY, WV US",8/28/1956,,,,,0.73,0,0,83,51,59,
USC00461393,"CANAAN VALLEY, WV US",8/29/1956,,,,,0.73,0,0,77,50,74,
USC00461393,"CANAAN VALLEY, WV US",8/30/1956,,,,,0,0,0,84,49,79,
USC00461393,"CANAAN VALLEY, WV US",8/31/1956,,,,,0,0,0,83,57,78,
USC00461393,"CANAAN VALLEY, WV US",9/1/1956,,,,,0,0,0,83,54,77,
USC00461393,"CANAAN VALLEY, WV US",9/2/1956,,,,,0.04,0,0,83,60,79,
USC00461393,"CANAAN VALLEY, WV US",9/3/1956,,,,,0,0,0,83,44,69,
USC00461393,"CANAAN VALLEY, WV US",9/4/1956,,,,,0,0,0,73,48,69,
USC00461393,"CANAAN VALLEY, WV US",9/5/1956,,,,,0,0,0,78,55,,
USC00461393,"CANAAN VALLEY, WV US",9/6/1956,,,,,0.52,0,0,73,59,61,
USC00461393,"CANAAN VALLEY, WV US",9/7/1956,,,,,0,0,0,66,50,57,
USC00461393,"CANAAN VALLEY, WV US",9/8/1956,,,,,0,0,0,57,35,56,
USC00461393,"CANAAN VALLEY, WV US",9/9/1956,,,,,0,0,0,59,29,55,
USC00461393,"CANAAN VALLEY, WV US",9/10/1956,,,,,0,0,0,67,25,65,
USC00461393,"CANAAN VALLEY, WV US",9/11/1956,,,,,0.1,0,0,69,48,59,
USC00461393,"CANAAN VALLEY, WV US",9/12/1956,,,,,0.1,0,0,73,53,61,
USC00461393,"CANAAN VALLEY, WV US",9/13/1956,,,,,0,0,0,78,60,73,
USC00461393,"CANAAN VALLEY, WV US",9/14/1956,,,,,0.44,0,0,70,53,61,
USC00461393,"CANAAN VALLEY, WV US",9/15/1956,,,,,0.14,0,0,68,61,61,
USC00461393,"CANAAN VALLEY, WV US",9/16/1956,,,,,0.11,0,0,73,57,61,
USC00461393,"CANAAN VALLEY, WV US",9/17/1956,,,,,0,0,0,69,44,53,
USC00461393,"CANAAN VALLEY, WV US",9/18/1956,,,,,0,0,0,59,30,61,
USC00461393,"CANAAN VALLEY, WV US",9/19/1956,,,,,0,0,0,63,35,41,
USC00461393,"CANAAN VALLEY, WV US",9/20/1956,,,,,0,0,0,43,40,40,
USC00461393,"CANAAN VALLEY, WV US",9/21/1956,,,,,0,0,0,,,,
USC00461393,"CANAAN VALLEY, WV US",9/22/1956,,,,,0,0,0,,,,
USC00461393,"CANAAN VALLEY, WV US",9/23/1956,,,,,0,0,0,,,,
USC00461393,"CANAAN VALLEY, WV US",9/24/1956,,,,,0.49,0,0,,,,
USC00461393,"CANAAN VALLEY, WV US",9/25/1956,,,,,0,0,0,75,29,54,
USC00461393,"CANAAN VALLEY, WV US",9/26/1956,,,,,0,0,0,60,28,44,
USC00461393,"CANAAN VALLEY, WV US",9/27/1956,,,,,0,0,0,,,,
USC00461393,"CANAAN VALLEY, WV US",9/28/1956,,,,,0.31,0,0,45,28,44,
USC00461393,"CANAAN VALLEY, WV US",9/29/1956,,,,,0,0,0,55,28,,
USC00461393,"CANAAN VALLEY, WV US",9/30/1956,,,,,0,0,0,70,27,56,
USC00461393,"CANAAN VALLEY, WV US",10/1/1956,,,,,0,0,0,68,26,57,
USC00461393,"CANAAN VALLEY, WV US",10/2/1956,,,,,0.03,0,0,68,41,59,
USC00461393,"CANAAN VALLEY, WV US",10/3/1956,,,,,0,0,0,72,51,62,
USC00461393,"CANAAN VALLEY, WV US",10/4/1956,,,,,0.89,0,0,67,53,57,
USC00461393,"CANAAN VALLEY, WV US",10/5/1956,,,,,0,0,0,66,40,50,
USC00461393,"CANAAN VALLEY, WV US",10/6/1956,,,,,0.63,0,0,63,50,57,
USC00461393,"CANAAN VALLEY, WV US",10/7/1956,,,,,0,0,0,58,44,56,
USC00461393,"CANAAN VALLEY, WV US",10/8/1956,,,,,0,0,0,63,38,57,
USC00461393,"CANAAN VALLEY, WV US",10/9/1956,,,,,0,0,0,60,44,46,
USC00461393,"CANAAN VALLEY, WV US",10/10/1956,,,,,0,0,0,58,21,42,
USC00461393,"CANAAN VALLEY, WV US",10/11/1956,,,,,0,0,0,60,22,46,
USC00461393,"CANAAN VALLEY, WV US",10/12/1956,,,,,0,0,0,64,27,47,
USC00461393,"CANAAN VALLEY, WV US",10/13/1956,,,,,0,0,0,71,30,60,
USC00461393,"CANAAN VALLEY, WV US",10/14/1956,,,,,0,0,0,73,31,64,
USC00461393,"CANAAN VALLEY, WV US",10/15/1956,,,,,0,0,0,74,32,64,
USC00461393,"CANAAN VALLEY, WV US",10/16/1956,,,,,0,0,0,70,32,59,
USC00461393,"CANAAN VALLEY, WV US",10/17/1956,,,,,0,0,0,60,49,57,
USC00461393,"CANAAN VALLEY, WV US",10/18/1956,,,,,0,0,0,68,43,59,
USC00461393,"CANAAN VALLEY, WV US",10/19/1956,,,,,0,0,0,60,44,48,
USC00461393,"CANAAN VALLEY, WV US",10/20/1956,,,,,0,0,0,50,45,48,
USC00461393,"CANAAN VALLEY, WV US",10/21/1956,,,,,0.04,0,0,57,39,51,
USC00461393,"CANAAN VALLEY, WV US",10/22/1956,,,,,0.32,0,0,55,50,54,
USC00461393,"CANAAN VALLEY, WV US",10/23/1956,,,,,0.24,0,0,57,47,53,
USC00461393,"CANAAN VALLEY, WV US",10/24/1956,,,,,0.09,0,0,56,51,53,
USC00461393,"CANAAN VALLEY, WV US",10/25/1956,,,,,0,0,0,56,51,53,
USC00461393,"CANAAN VALLEY, WV US",10/26/1956,,,,,0,0,0,52,37,50,
USC00461393,"CANAAN VALLEY, WV US",10/27/1956,,,,,0.21,0,0,53,37,47,
USC00461393,"CANAAN VALLEY, WV US",10/28/1956,,,,,0.03,0,0,48,46,47,
USC00461393,"CANAAN VALLEY, WV US",10/29/1956,,,,,0,0,0,54,41,48,
USC00461393,"CANAAN VALLEY, WV US",10/30/1956,,,,,0.03,0,0,54,46,50,
USC00461393,"CANAAN VALLEY, WV US",10/31/1956,,,,,0.1,0,0,61,49,57,
USC00461393,"CANAAN VALLEY, WV US",11/1/1956,,,,,0.64,,,60,50,50,
USC00461393,"CANAAN VALLEY, WV US",11/2/1956,,,,,0.03,,,66,35,54,
USC00461393,"CANAAN VALLEY, WV US",11/3/1956,,,,,0,,,71,41,51,
USC00461393,"CANAAN VALLEY, WV US",11/4/1956,,,,,0.01,,,64,38,54,
USC00461393,"CANAAN VALLEY, WV US",11/5/1956,,,,,0,,,63,33,53,
USC00461393,"CANAAN VALLEY, WV US",11/6/1956,,,,,0,,,53,31,51,
USC00461393,"CANAAN VALLEY, WV US",11/7/1956,,,,,0.03,,,58,40,48,
USC00461393,"CANAAN VALLEY, WV US",11/8/1956,,,,,0,,,50,33,34,
USC00461393,"CANAAN VALLEY, WV US",11/9/1956,,,,,0,,,34,20,30,
USC00461393,"CANAAN VALLEY, WV US",11/10/1956,,,,,0.1,,,32,25,27,
USC00461393,"CANAAN VALLEY, WV US",11/11/1956,,,,,0,,,56,16,55,
USC00461393,"CANAAN VALLEY, WV US",11/12/1956,,,,,0,,,55,36,36,
USC00461393,"CANAAN VALLEY, WV US",11/13/1956,,,,,0,,,40,25,33,
USC00461393,"CANAAN VALLEY, WV US",11/14/1956,,,,,0,,,62,32,56,
USC00461393,"CANAAN VALLEY, WV US",11/15/1956,,,,,0,,,66,39,56,
USC00461393,"CANAAN VALLEY, WV US",11/16/1956,,,,,0.34,,,56,34,34,
USC00461393,"CANAAN VALLEY, WV US",11/17/1956,,,,,0,,,40,23,34,
USC00461393,"CANAAN VALLEY, WV US",11/18/1956,,,,,0,,,38,23,30,
USC00461393,"CANAAN VALLEY, WV US",11/19/1956,,,,,0,,,50,18,42,
USC00461393,"CANAAN VALLEY, WV US",11/20/1956,,,,,0,,,50,22,48,
USC00461393,"CANAAN VALLEY, WV US",11/21/1956,,,,,0.35,,,63,36,40,
USC00461393,"CANAAN VALLEY, WV US",11/22/1956,,,,,0.4,,,40,15,17,
USC00461393,"CANAAN VALLEY, WV US",11/23/1956,,,,,0.07,,,18,10,13,
USC00461393,"CANAAN VALLEY, WV US",11/24/1956,,,,,0,,,21,-14,15,
USC00461393,"CANAAN VALLEY, WV US",11/25/1956,,,,,0,,,29,-4,24,
USC00461393,"CANAAN VALLEY, WV US",11/26/1956,,,,,0,,,29,22,25,
USC00461393,"CANAAN VALLEY, WV US",11/27/1956,,,,,0,,,26,18,20,
USC00461393,"CANAAN VALLEY, WV US",11/28/1956,,,,,0,,,40,16,34,
USC00461393,"CANAAN VALLEY, WV US",11/29/1956,,,,,0.11,,,35,21,21,
USC00461393,"CANAAN VALLEY, WV US",11/30/1956,,,,,0.06,,,22,13,14,
USC00461393,"CANAAN VALLEY, WV US",12/1/1956,,,,,0.11,1,6,25,11,22,
USC00461393,"CANAAN VALLEY, WV US",12/2/1956,,,,,0,0,0,40,20,35,
USC00461393,"CANAAN VALLEY, WV US",12/3/1956,,,,,0,0,0,49,38,41,
USC00461393,"CANAAN VALLEY, WV US",12/4/1956,,,,,0,0,0,56,33,42,
USC00461393,"CANAAN VALLEY, WV US",12/5/1956,,,,,0,0,0,59,28,45,
USC00461393,"CANAAN VALLEY, WV US",12/6/1956,,,,,0.13,0,0,54,41,56,
USC00461393,"CANAAN VALLEY, WV US",12/7/1956,,,,,0,0,0,59,48,56,
USC00461393,"CANAAN VALLEY, WV US",12/8/1956,,,,,0.5,0,0,57,50,56,
USC00461393,"CANAAN VALLEY, WV US",12/9/1956,,,,,0.65,0,0,53,20,21,
USC00461393,"CANAAN VALLEY, WV US",12/10/1956,,,,,0,0,0,33,20,30,
USC00461393,"CANAAN VALLEY, WV US",12/11/1956,,,,,0.05,0,0,44,25,27,
USC00461393,"CANAAN VALLEY, WV US",12/12/1956,,,,,0.15,0,0,51,36,49,
USC00461393,"CANAAN VALLEY, WV US",12/13/1956,,,,,0.27,0,0,52,42,44,
USC00461393,"CANAAN VALLEY, WV US",12/14/1956,,,,,0.8,0,0,51,33,49,
USC00461393,"CANAAN VALLEY, WV US",12/15/1956,,,,,0.45,0,0,62,37,45,
USC00461393,"CANAAN VALLEY, WV US",12/16/1956,,,,,0.15,0,0,54,37,37,
USC00461393,"CANAAN VALLEY, WV US",12/17/1956,,,,,0,0,0,49,25,45,
USC00461393,"CANAAN VALLEY, WV US",12/18/1956,,,,,0,0,0,48,27,27,
USC00461393,"CANAAN VALLEY, WV US",12/19/1956,,,,,0,0,0,49,16,44,
USC00461393,"CANAAN VALLEY, WV US",12/20/1956,,,,,0.13,0,0,50,42,48,
USC00461393,"CANAAN VALLEY, WV US",12/21/1956,,,,,0.72,0,0,58,48,53,
USC00461393,"CANAAN VALLEY, WV US",12/22/1956,,,,,0.18,0,0,53,47,42,
USC00461393,"CANAAN VALLEY, WV US",12/23/1956,,,,,0.69,0,0,50,37,49,
USC00461393,"CANAAN VALLEY, WV US",12/24/1956,,,,,0.68,0,0,52,34,34,
USC00461393,"CANAAN VALLEY, WV US",12/25/1956,,,,,0.2,3,3,34,21,23,
USC00461393,"CANAAN VALLEY, WV US",12/26/1956,,,,,0.06,1,4,24,20,22,
USC00461393,"CANAAN VALLEY, WV US",12/27/1956,,,,,0.16,0,4,34,19,32,
USC00461393,"CANAAN VALLEY, WV US",12/28/1956,,,,,0,0,0,40,29,37,
USC00461393,"CANAAN VALLEY, WV US",12/29/1956,,,,,0.2,6,6,37,13,14,
USC00461393,"CANAAN VALLEY, WV US",12/30/1956,,,,,0.19,4,10,14,7,13,
USC00461393,"CANAAN VALLEY, WV US",12/31/1956,,,,,0,0,10,35,10,31,
USC00461393,"CANAAN VALLEY, WV US",1/1/1957,,,,,0.2,4,15,24,11,15,
USC00461393,"CANAAN VALLEY, WV US",1/2/1957,,,,,0.12,2,15,15,3,10,
USC00461393,"CANAAN VALLEY, WV US",1/3/1957,,,,,0,0,15,29,3,24,
USC00461393,"CANAAN VALLEY, WV US",1/4/1957,,,,,0,0,12,38,20,35,
USC00461393,"CANAAN VALLEY, WV US",1/5/1957,,,,,0.18,2,14,34,22,22,
USC00461393,"CANAAN VALLEY, WV US",1/6/1957,,,,,0,0,13,35,19,28,
USC00461393,"CANAAN VALLEY, WV US",1/7/1957,,,,,0.93,10,16,28,22,22,
USC00461393,"CANAAN VALLEY, WV US",1/8/1957,,,,,0,0,16,28,17,26,
USC00461393,"CANAAN VALLEY, WV US",1/9/1957,,,,,0.6,3,3,42,17,37,
USC00461393,"CANAAN VALLEY, WV US",1/10/1957,,,,,0.88,2,3,52,19,20,
USC00461393,"CANAAN VALLEY, WV US",1/11/1957,,,,,0,0,3,24,5,18,
USC00461393,"CANAAN VALLEY, WV US",1/12/1957,,,,,0,0,3,36,15,34,
USC00461393,"CANAAN VALLEY, WV US",1/13/1957,,,,,0,0,3,36,22,22,
USC00461393,"CANAAN VALLEY, WV US",1/14/1957,,,,,0.12,3,3,30,3,5,
USC00461393,"CANAAN VALLEY, WV US",1/15/1957,,,,,0.08,1,4,30,-9,19,
USC00461393,"CANAAN VALLEY, WV US",1/16/1957,,,,,0.06,3,5,29,5,5,
USC00461393,"CANAAN VALLEY, WV US",1/17/1957,,,,,0,0,6,15,-10,1,
USC00461393,"CANAAN VALLEY, WV US",1/18/1957,,,,,0.15,2,8,20,1,17,
USC00461393,"CANAAN VALLEY, WV US",1/19/1957,,,,,0,0,8,29,4,21,
USC00461393,"CANAAN VALLEY, WV US",1/20/1957,,,,,0,0,6,38,4,,
USC00461393,"CANAAN VALLEY, WV US",1/21/1957,,,,,0,0,,46,35,40,
USC00461393,"CANAAN VALLEY, WV US",1/22/1957,,,,,0.12,0,0,50,34,48,
USC00461393,"CANAAN VALLEY, WV US",1/23/1957,,,,,0.85,0.5,1,53,16,26,
USC00461393,"CANAAN VALLEY, WV US",1/24/1957,,,,,0,0,0,30,5,27,
USC00461393,"CANAAN VALLEY, WV US",1/25/1957,,,,,0.03,0,0,35,24,35,
USC00461393,"CANAAN VALLEY, WV US",1/26/1957,,,,,0,0,0,35,24,30,
USC00461393,"CANAAN VALLEY, WV US",1/27/1957,,,,,0.03,0.5,0,32,22,28,
USC00461393,"CANAAN VALLEY, WV US",1/28/1957,,,,,0.7,0,0,45,27,45,
USC00461393,"CANAAN VALLEY, WV US",1/29/1957,,,,,1.18,0,0,54,35,36,
USC00461393,"CANAAN VALLEY, WV US",1/30/1957,,,,,0,0,0,38,22,28,
USC00461393,"CANAAN VALLEY, WV US",1/31/1957,,,,,0.1,1,0,40,27,38,
USC00461393,"CANAAN VALLEY, WV US",2/1/1957,,,,,1.15,0,0,45,35,35,
USC00461393,"CANAAN VALLEY, WV US",2/2/1957,,,,,0.03,0,0,37,24,36,
USC00461393,"CANAAN VALLEY, WV US",2/3/1957,,,,,0.1,0,0,50,27,49,
USC00461393,"CANAAN VALLEY, WV US",2/4/1957,,,,,0,0,0,53,36,37,
USC00461393,"CANAAN VALLEY, WV US",2/5/1957,,,,,0.33,2,1,37,30,32,
USC00461393,"CANAAN VALLEY, WV US",2/6/1957,,,,,0.2,0,0,42,30,40,
USC00461393,"CANAAN VALLEY, WV US",2/7/1957,,,,,0,0,0,52,30,45,
USC00461393,"CANAAN VALLEY, WV US",2/8/1957,,,,,0,0,0,47,36,42,
USC00461393,"CANAAN VALLEY, WV US",2/9/1957,,,,,1.45,0,0,56,35,55,
USC00461393,"CANAAN VALLEY, WV US",2/10/1957,,,,,1.52,0,0,55,32,33,
USC00461393,"CANAAN VALLEY, WV US",2/11/1957,,,,,0.32,6,5,33,22,32,
USC00461393,"CANAAN VALLEY, WV US",2/12/1957,,,,,0,0,4,38,5,30,
USC00461393,"CANAAN VALLEY, WV US",2/13/1957,,,,,0.15,2,5,30,25,28,
USC00461393,"CANAAN VALLEY, WV US",2/14/1957,,,,,0.59,8,10,30,18,20,
USC00461393,"CANAAN VALLEY, WV US",2/15/1957,,,,,0,0,8,33,13,30,
USC00461393,"CANAAN VALLEY, WV US",2/16/1957,,,,,0,0,8,32,24,25,
USC00461393,"CANAAN VALLEY, WV US",2/17/1957,,,,,0.5,5,12,25,15,20,
USC00461393,"CANAAN VALLEY, WV US",2/18/1957,,,,,0,0,5,44,15,40,
USC00461393,"CANAAN VALLEY, WV US",2/19/1957,,,,,0.5,5,10,40,24,24,
USC00461393,"CANAAN VALLEY, WV US",2/20/1957,,,,,0,0,8,25,7,20,
USC00461393,"CANAAN VALLEY, WV US",2/21/1957,,,,,0,0,5,37,-4,33,
USC00461393,"CANAAN VALLEY, WV US",2/22/1957,,,,,0,0,3,48,11,41,
USC00461393,"CANAAN VALLEY, WV US",2/23/1957,,,,,0,0,2,45,27,40,
USC00461393,"CANAAN VALLEY, WV US",2/24/1957,,,,,0,0,0,60,24,40,
USC00461393,"CANAAN VALLEY, WV US",2/25/1957,,,,,0,0,0,56,33,50,
USC00461393,"CANAAN VALLEY, WV US",2/26/1957,,,,,0.13,0,0,57,46,55,
USC00461393,"CANAAN VALLEY, WV US",2/27/1957,,,,,0.26,0,0,56,29,29,
USC00461393,"CANAAN VALLEY, WV US",2/28/1957,,,,,0.05,0.5,1,33,26,30,
USC00461393,"CANAAN VALLEY, WV US",3/1/1957,,,,,0,0,0,34,27,31,
USC00461393,"CANAAN VALLEY, WV US",3/2/1957,,,,,0.11,1,1,35,27,30,
USC00461393,"CANAAN VALLEY, WV US",3/3/1957,,,,,0,0,0,30,9,25,
USC00461393,"CANAAN VALLEY, WV US",3/4/1957,,,,,0,0,0,38,6,32,
USC00461393,"CANAAN VALLEY, WV US",3/5/1957,,,,,0,0,0,47,15,45,
USC00461393,"CANAAN VALLEY, WV US",3/6/1957,,,,,0,0,0,47,27,37,
USC00461393,"CANAAN VALLEY, WV US",3/7/1957,,,,,0.1,0,0,45,30,42,
USC00461393,"CANAAN VALLEY, WV US",3/8/1957,,,,,0.15,2,0,42,27,33,
USC00461393,"CANAAN VALLEY, WV US",3/9/1957,,,,,0.16,2,1,33,21,22,
USC00461393,"CANAAN VALLEY, WV US",3/10/1957,,,,,0,0,1,31,18,29,
USC00461393,"CANAAN VALLEY, WV US",3/11/1957,,,,,0,0,0,60,19,56,
USC00461393,"CANAAN VALLEY, WV US",3/12/1957,,,,,0,0,0,66,41,47,
USC00461393,"CANAAN VALLEY, WV US",3/13/1957,,,,,0,0,0,62,25,54,
USC00461393,"CANAAN VALLEY, WV US",3/14/1957,,,,,0,0,0,59,31,46,
USC00461393,"CANAAN VALLEY, WV US",3/15/1957,,,,,0.18,0,0,59,33,42,
USC00461393,"CANAAN VALLEY, WV US",3/16/1957,,,,,0,0,0,56,33,45,
USC00461393,"CANAAN VALLEY, WV US",3/17/1957,,,,,0,0,0,55,28,45,
USC00461393,"CANAAN VALLEY, WV US",3/18/1957,,,,,0,0,0,55,32,42,
USC00461393,"CANAAN VALLEY, WV US",3/19/1957,,,,,0.22,0,0,50,40,46,
USC00461393,"CANAAN VALLEY, WV US",3/20/1957,,,,,0.52,2,2,46,25,25,
USC00461393,"CANAAN VALLEY, WV US",3/21/1957,,,,,0,0,0,45,23,36,
USC00461393,"CANAAN VALLEY, WV US",3/22/1957,,,,,0.07,0,0,38,30,35,
USC00461393,"CANAAN VALLEY, WV US",3/23/1957,,,,,0,0,0,50,32,45,
USC00461393,"CANAAN VALLEY, WV US",3/24/1957,,,,,0,0,0,52,24,40,
USC00461393,"CANAAN VALLEY, WV US",3/25/1957,,,,,0.11,0,0,53,34,42,
USC00461393,"CANAAN VALLEY, WV US",3/26/1957,,,,,0.18,0,0,50,28,40,
USC00461393,"CANAAN VALLEY, WV US",3/27/1957,,,,,0.44,3,0,39,32,32,
USC00461393,"CANAAN VALLEY, WV US",3/28/1957,,,,,0.16,3,0,33,25,30,
USC00461393,"CANAAN VALLEY, WV US",3/29/1957,,,,,0.13,2,0,40,27,30,
USC00461393,"CANAAN VALLEY, WV US",3/30/1957,,,,,0,0,0,39,26,30,
USC00461393,"CANAAN VALLEY, WV US",3/31/1957,,,,,0,0,0,49,15,47,
USC00461393,"CANAAN VALLEY, WV US",4/1/1957,,,,,0.1,0,0,56,36,49,
USC00461393,"CANAAN VALLEY, WV US",4/2/1957,,,,,0.62,0,0,50,42,43,
USC00461393,"CANAAN VALLEY, WV US",4/3/1957,,,,,0,0,0,50,31,40,
USC00461393,"CANAAN VALLEY, WV US",4/4/1957,,,,,0.42,0,0,50,35,49,
USC00461393,"CANAAN VALLEY, WV US",4/5/1957,,,,,0.67,0,0,59,45,53,
USC00461393,"CANAAN VALLEY, WV US",4/6/1957,,,,,0.44,2,0,54,27,31,
USC00461393,"CANAAN VALLEY, WV US",4/7/1957,,,,,0,0,0,60,34,34,
USC00461393,"CANAAN VALLEY, WV US",4/8/1957,,,,,1.1,0,0,65,32,32,
USC00461393,"CANAAN VALLEY, WV US",4/9/1957,,,,,0.12,1,1,36,23,35,
USC00461393,"CANAAN VALLEY, WV US",4/10/1957,,,,,0,0,0,44,30,35,
USC00461393,"CANAAN VALLEY, WV US",4/11/1957,,,,,0,0,0,62,27,55,
USC00461393,"CANAAN VALLEY, WV US",4/12/1957,,,,,0,0,0,55,32,32,
USC00461393,"CANAAN VALLEY, WV US",4/13/1957,,,,,0,0,0,36,19,32,
USC00461393,"CANAAN VALLEY, WV US",4/14/1957,,,,,0,0,0,38,20,32,
USC00461393,"CANAAN VALLEY, WV US",4/15/1957,,,,,0,0,0,49,14,43,
USC00461393,"CANAAN VALLEY, WV US",4/16/1957,,,,,0,0,0,50,26,45,
USC00461393,"CANAAN VALLEY, WV US",4/17/1957,,,,,0.07,0,0,58,41,53,
USC00461393,"CANAAN VALLEY, WV US",4/18/1957,,,,,0,0,0,67,41,57,
USC00461393,"CANAAN VALLEY, WV US",4/19/1957,,,,,0,0,0,76,42,62,
USC00461393,"CANAAN VALLEY, WV US",4/20/1957,,,,,0.22,0,0,75,50,65,
USC00461393,"CANAAN VALLEY, WV US",4/21/1957,,,,,0,0,0,75,49,69,
USC00461393,"CANAAN VALLEY, WV US",4/22/1957,,,,,0.11,0,0,69,43,57,
USC00461393,"CANAAN VALLEY, WV US",4/23/1957,,,,,0.11,0,0,76,52,71,
USC00461393,"CANAAN VALLEY, WV US",4/24/1957,,,,,0,0,0,79,49,65,
USC00461393,"CANAAN VALLEY, WV US",4/25/1957,,,,,0.22,0,0,76,50,65,
USC00461393,"CANAAN VALLEY, WV US",4/26/1957,,,,,1.27,0,0,80,49,71,
USC00461393,"CANAAN VALLEY, WV US",4/27/1957,,,,,0,0,0,84,49,69,
USC00461393,"CANAAN VALLEY, WV US",4/28/1957,,,,,0,0,0,79,49,70,
USC00461393,"CANAAN VALLEY, WV US",4/29/1957,,,,,0,0,0,71,51,61,
USC00461393,"CANAAN VALLEY, WV US",4/30/1957,,,,,0,0,0,74,33,64,
USC00461393,"CANAAN VALLEY, WV US",5/1/1957,,,,,0,0,0,74,35,65,
USC00461393,"CANAAN VALLEY, WV US",5/2/1957,,,,,0,0,0,70,34,60,
USC00461393,"CANAAN VALLEY, WV US",5/3/1957,,,,,0,0,0,59,27,47,
USC00461393,"CANAAN VALLEY, WV US",5/4/1957,,,,,0,0,0,52,27,45,
USC00461393,"CANAAN VALLEY, WV US",5/5/1957,,,,,0,0,0,53,23,46,
USC00461393,"CANAAN VALLEY, WV US",5/6/1957,,,,,0,0,0,57,35,52,
USC00461393,"CANAAN VALLEY, WV US",5/7/1957,,,,,0,0,0,69,30,65,
USC00461393,"CANAAN VALLEY, WV US",5/8/1957,,,,,0,0,0,74,30,67,
USC00461393,"CANAAN VALLEY, WV US",5/9/1957,,,,,0,0,0,75,44,65,
USC00461393,"CANAAN VALLEY, WV US",5/10/1957,,,,,0,0,0,79,41,71,
USC00461393,"CANAAN VALLEY, WV US",5/11/1957,,,,,0.15,0,0,72,53,60,
USC00461393,"CANAAN VALLEY, WV US",5/12/1957,,,,,0.03,0,0,77,49,63,
USC00461393,"CANAAN VALLEY, WV US",5/13/1957,,,,,0,0,0,80,49,76,
USC00461393,"CANAAN VALLEY, WV US",5/14/1957,,,,,0,0,0,76,48,66,
USC00461393,"CANAAN VALLEY, WV US",5/15/1957,,,,,0.43,0,0,75,53,68,
USC00461393,"CANAAN VALLEY, WV US",5/16/1957,,,,,0,0,0,68,45,50,
USC00461393,"CANAAN VALLEY, WV US",5/17/1957,,,,,0,0,0,78,35,67,
USC00461393,"CANAAN VALLEY, WV US",5/18/1957,,,,,0.88,0,0,76,54,62,
USC00461393,"CANAAN VALLEY, WV US",5/19/1957,,,,,0.48,0,0,78,55,58,
USC00461393,"CANAAN VALLEY, WV US",5/20/1957,,,,,0.61,0,0,66,54,55,
USC00461393,"CANAAN VALLEY, WV US",5/21/1957,,,,,0.08,0,0,65,48,52,
USC00461393,"CANAAN VALLEY, WV US",5/22/1957,,,,,0,0,0,76,47,67,
USC00461393,"CANAAN VALLEY, WV US",5/23/1957,,,,,0,0,0,80,50,70,
USC00461393,"CANAAN VALLEY, WV US",5/24/1957,,,,,0.11,0,0,71,50,56,
USC00461393,"CANAAN VALLEY, WV US",5/25/1957,,,,,0,0,0,78,35,72,
USC00461393,"CANAAN VALLEY, WV US",5/26/1957,,,,,0.37,0,0,78,57,62,
USC00461393,"CANAAN VALLEY, WV US",5/27/1957,,,,,0.12,0,0,64,54,56,
USC00461393,"CANAAN VALLEY, WV US",5/28/1957,,,,,0,0,0,65,42,60,
USC00461393,"CANAAN VALLEY, WV US",5/29/1957,,,,,0,0,0,71,32,62,
USC00461393,"CANAAN VALLEY, WV US",5/30/1957,,,,,0,0,0,78,40,62,
USC00461393,"CANAAN VALLEY, WV US",5/31/1957,,,,,0,0,0,70,39,65,
USC00461393,"CANAAN VALLEY, WV US",6/1/1957,,,,,0.03,0,0,76,42,69,
USC00461393,"CANAAN VALLEY, WV US",6/2/1957,,,,,0.02,0,0,70,47,60,
USC00461393,"CANAAN VALLEY, WV US",6/3/1957,,,,,0.05,0,0,75,41,67,
USC00461393,"CANAAN VALLEY, WV US",6/4/1957,,,,,0.01,0,0,76,42,64,
USC00461393,"CANAAN VALLEY, WV US",6/5/1957,,,,,0.33,0,0,66,55,62,
USC00461393,"CANAAN VALLEY, WV US",6/6/1957,,,,,0,0,0,74,54,68,
USC00461393,"CANAAN VALLEY, WV US",6/7/1957,,,,,0.06,0,0,76,55,69,
USC00461393,"CANAAN VALLEY, WV US",6/8/1957,,,,,0.35,0,0,72,48,50,
USC00461393,"CANAAN VALLEY, WV US",6/9/1957,,,,,0,0,0,59,45,52,
USC00461393,"CANAAN VALLEY, WV US",6/10/1957,,,,,0,0,0,70,52,67,
USC00461393,"CANAAN VALLEY, WV US",6/11/1957,,,,,0.27,0,0,77,42,65,
USC00461393,"CANAAN VALLEY, WV US",6/12/1957,,,,,0.11,0,0,78,62,74,
USC00461393,"CANAAN VALLEY, WV US",6/13/1957,,,,,0,0,0,86,65,79,
USC00461393,"CANAAN VALLEY, WV US",6/14/1957,,,,,1.75,0,0,81,58,75,
USC00461393,"CANAAN VALLEY, WV US",6/15/1957,,,,,0.19,0,0,82,62,73,
USC00461393,"CANAAN VALLEY, WV US",6/16/1957,,,,,0.04,0,0,84,54,64,
USC00461393,"CANAAN VALLEY, WV US",6/17/1957,,,,,0,0,0,84,54,78,
USC00461393,"CANAAN VALLEY, WV US",6/18/1957,,,,,0.05,0,0,87,56,75,
USC00461393,"CANAAN VALLEY, WV US",6/19/1957,,,,,0.16,0,0,75,62,66,
USC00461393,"CANAAN VALLEY, WV US",6/20/1957,,,,,0,0,0,77,39,73,
USC00461393,"CANAAN VALLEY, WV US",6/21/1957,,,,,0,0,0,79,41,70,
